routeid,nodeid,nodeno,nodeord,nodenm,gpslati,gpslong
GGB239000111,GGB222001467,49395,33,월산지구부영1.2단지입구,37.657,127.3424333
GGB239000111,GGB222000016,23667,34,화광중학교.월산리,37.6562333,127.3366833
GGB239000111,GGB222000015,23665,35,지현마을.남양주고등학교.화도동부출장소,37.6542833,127.3304333
GGB239000111,GGB222000014,23650,36,모란공원.마석그랜드힐아파트,37.6515833,127.32095
GGB239000111,GGB222000010,23631,37,마석역,37.6520833,127.3113333
GGB239000111,GGB222000009,23625,38,청소년도움센터,37.6523333,127.3075667
GGB239000111,GGB222000150,23597,39,금강주택,37.6528833,127.3034333
GGB239000111,GGB222001599,49489,40,보학마을.라온프라이빗아파트,37.6528,127.2973167
GGB239000111,GGB222000193,23550,41,삼신아파트,37.6540333,127.29475
GGB239000111,GGB222000192,23540,42,남양주세무서.천마산수련장,37.6562,127.2895333
GGB239000111,GGB222000191,23529,43,마석가구공단.천마산스키장입구,37.6571667,127.2834333
GGB239000111,GGB222000190,23513,44,천마산휴게소.한누리요양병원,37.65405,127.2744
GGB239000111,GGB222000189,23506,45,경성아파트,37.65355,127.2713667
GGB239000111,GGB277102434,,46,마치터널(미정차),37.65545,127.26155
GGB239000111,GGB222000188,23503,47,효성해링턴플레이스.구룡터,37.6552,127.2549667
GGB239000111,GGB222000746,23794,48,두산알프하임입구,37.6534,127.2522667
GGB239000111,GGB222001310,23920,49,평내호평역,37.6528333,127.2443667
GGB239000111,GGB222000322,23460,50,평내농협.평내초교.대명루첸,37.6498167,127.2368333
GGB239000111,GGB222000321,23456,51,평내동주민센터.남양주우체국,37.6483667,127.2353167
GGB239000111,GGB222000320,23449,52,평내문화촌마을,37.646,127.2327167
GGB239000111,GGB277102476,,53,돌팍교차로(미정차),37.6377167,127.22495
GGB239000111,GGB222000317,23418,54,남양주시청,37.63535,127.2172167
GGB239000111,GGB222000315,23388,55,금곡동구종점,37.63405,127.2105
GGB239000111,GGB222000314,23360,56,양병원.이석영광장.남양주고용복지플러스센터,37.6332,127.2054667
GGB239000111,GGB222000312,23343,57,금곡동주민센터.인정프린스.남양주시자원봉사센터,37.6328167,127.2018333
GGB239000111,GGB277104344,,58,금곡동(미정차),37.6321667,127.196
GGB239000111,GGB222000310,23256,59,진안사거리,37.62395,127.18745
GGB239000111,GGB277104345,,60,양정동사거리(미정차),37.6173167,127.1809167
GGB239000111,GGB222000726,23808,61,남양주남부경찰서.남양주제2청사.보건소.교육지원청,37.6123167,127.1707
GGB239000111,GGB222000659,23145,62,다산2동주민센터.양정초.한화아파트(중),37.61075,127.16695
GGB239000111,GGB222001321,23929,63,도농역.동화중고교.다산플루리움(중),37.6083833,127.1620333
GGB239000111,GGB222001319,23931,64,가운휴먼시아.다산효성해링턴타워.새마을금고다산본점(중),37.6054333,127.1561833
GGB239000111,GGB277104247,,65,왕숙교(미정차),37.6043,127.1494
GGB239000111,GGB221000239,22231,66,롯데백화점.구리역입구(청량리.인창동방면)(중),37.6024167,127.1442167
GGB239000111,GGB221000241,22235,67,돌다리.구리전통시장(중),37.6005167,127.1387
GGB239000111,GGB221000243,22233,68,한양대구리병원(중),37.6007167,127.1336333
GGB239000111,GGB221000245,22232,69,교문사거리(중),37.6009167,127.1290167
GGB239000111,GGB221000247,22228,70,딸기원(중),37.6006333,127.1200167
GGB239000111,GGB106000428,,71,동부제일병원.망우리공원(중),37.6004667,127.1087833
GGB239000111,GGB106000431,76149,72,금란교회,37.6005,127.1039333
GGB239000111,GGB106000433,,73,우림시장.망우사거리(중),37.5995333,127.09875
GGB239000111,GGB106000434,76147,74,망우역.망우지구대,37.5988667,127.0956
GGB239000111,GGB106000001,,75,망우역(중),37.5978333,127.0911167
GGB239000111,GGB106000003,,76,상봉역.중랑우체국(중),37.59595,127.08375
GGB239000111,GGB106000005,,77,중랑역.동부시장(중),37.5940167,127.0761333
GGB239000111,GGB105000009,,78,중랑교(중),37.5917333,127.0676833
GGB239000111,GGB105000011,,79,삼육서울병원(중),37.5897,127.0606667
GGB239000111,GGB105000013,,80,시조사삼거리(중),37.5886333,127.0570167
GGB239000111,GGB105000211,,81,청랑리한신아파트.청량사입구,37.58675,127.0475667
GGB239000111,GGB105000199,,82,현대코아,37.5815,127.0446667
GGB239000111,GGB105000016,,83,청량리역환승센터(1번승강장),37.5803333,127.0460167
GGB239000111,GGB105000028,,84,청량리미주상가앞,37.58185,127.0476333
GGB239000111,GGB105000030,75015,85,서울성심병원,37.58465,127.05085
GGB239000111,GGB105000012,,86,삼육서울병원(중),37.5899833,127.0620333
GGB239000111,GGB105000010,,87,중랑교(중),37.5914167,127.0669
GGB239000111,GGB106000006,,88,중랑역.동부시장(중),37.5936167,127.0751
GGB239000111,GGB106000004,,89,상봉역.중랑우체국(중),37.5956167,127.0828833
GGB239000111,GGB106000002,,90,망우역(중),37.5975167,127.09035
GGB239000111,GGB106000435,,91,망우역.망우지구대(중),37.59855,127.09485
GGB239000111,GGB106000432,,92,우림시장.망우사거리(중),37.5992333,127.0979167
GGB239000111,GGB106000430,,93,금란교회(중),37.6003167,127.1032
GGB239000111,GGB106000429,,94,동부제일병원.망우리공원(중),37.6004333,127.10765
GGB239000111,GGB221000248,22236,95,딸기원(중),37.6005,127.11965
GGB239000111,GGB221000246,22229,96,교문사거리(중),37.6008333,127.1285667
GGB239000111,GGB221000244,22227,97,한양대구리병원.새마을금고(중),37.6006333,127.1331333
GGB239000111,GGB221000242,22234,98,돌다리.구리전통시장(중),37.6004333,127.1384
GGB239000111,GGB221000240,22230,99,롯데백화점.구리역입구(중),37.6019,127.14335
GGB239000111,GGB222001318,23927,100,가운휴먼시아.다산효성해링턴타워.새마을금고다산본점(중),37.6051167,127.15575
GGB239000111,GGB222001320,23925,101,도농역.동화중고교.다산플루리움(중),37.60785,127.1612333
GGB239000111,GGB222000724,23804,102,다산2동주민센터.양정초.한화아파트(중),37.6104333,127.1664
GGB239000111,GGB222000727,23812,103,남양주남부경찰서.남양주제2청사.보건소.교육지원청,37.6120833,127.171
GGB239000111,GGB222000336,23257,104,진안사거리,37.6237667,127.1875833
GGB239000111,GGB277101907,,105,금곡동(미정차),37.6319167,127.196
GGB239000111,GGB222001282,49178,106,금곡동주민센터.인정프린스.남양주시자원봉사센터,37.6326667,127.2023333
GGB239000111,GGB222000333,49177,107,홍유릉.이석영광장.남양주고용복지플러스센터,37.63305,127.2059167
GGB239000111,GGB222000332,49180,108,홍유능후문앞,37.6339167,127.2107333
GGB239000111,GGB222000331,23402,109,금곡중고등학교,37.6346333,127.2132
GGB239000111,GGB222000330,23412,110,남양주시청,37.63495,127.2163167
GGB239000111,GGB222000327,23750,111,평내상업지구,37.6462333,127.2338
GGB239000111,GGB222000326,23455,112,평내동주민센터.남양주우체국,37.64845,127.2357
GGB239000111,GGB222000325,23457,113,평내농협.평내초교.대명루첸,37.6498167,127.2372167
GGB239000111,GGB222001309,23915,114,평내호평역,37.6525167,127.2446667
GGB239000111,GGB222001478,23793,115,두산알프하임입구,37.6531,127.2522333
GGB239000111,GGB222000201,23502,116,구룡터.효성해링턴플레이스,37.65505,127.2552167
GGB239000111,GGB222000200,23507,117,경성아파트,37.65335,127.27175
GGB239000111,GGB222000199,23512,118,천마산휴게소.한누리요양병원,37.6539,127.2746667
GGB239000111,GGB222000198,23528,119,마석가구공단.천마산스키장입구,37.6567833,127.2831167
GGB239000111,GGB222000196,23543,120,남양주세무서.천마산수련장,37.6560833,127.29075
GGB239000111,GGB222000195,23551,121,삼신아파트,37.6534333,127.29525
GGB239000111,GGB222000744,49123,122,보학마을.라온프라이빗아파트,37.65255,127.2974
GGB239000111,GGB222000743,23602,123,금강주택,37.65275,127.3031833
GGB239000111,GGB222000013,23619,124,청소년도움센터,37.65235,127.30695
GGB239000111,GGB222000742,23632,125,마석역,37.652,127.3121167
GGB239000111,GGB222000034,23645,126,모란공원.마석그랜드힐아파트,37.6513667,127.3220667
GGB239000111,GGB222000033,23664,127,지현마을.남양주고등학교.화도동부출장소,37.6536167,127.3290833
GGB239000111,GGB222000032,23666,128,화광중학교,37.65595,127.3362167
GGB239000111,GGB222000822,49728,129,월산지구부영1.2단지입구,37.65675,127.3415833
GGB239000111,GGB222000031,23669,130,답내초교입구,37.6580833,127.3485833
GGB239000111,GGB222000030,23670,131,화도낚시터.돌고개,37.6598667,127.35485
GGB239000111,GGB222000028,49187,132,진벌마을,37.6625167,127.3647167
GGB239000111,GGB222000025,23682,133,구암동산,37.6700833,127.3741
GGB239000111,GGB222000024,23684,134,외구운마을,37.6734333,127.3743667
GGB239000111,GGB239000216,44033,135,대성리MT장,37.6813333,127.3779333
GGB239000111,GGB239000215,44038,136,대성리역,37.6842333,127.3787333
GGB239000111,GGB239000214,44040,137,채석장,37.69035,127.3809167
GGB239000111,GGB239000507,44042,138,원대성리,37.6965833,127.3838667
GGB239000111,GGB239000213,44050,139,중앙기도원,37.7092,127.39435
GGB239000111,GGB239000535,44053,140,한얼산기도원,37.7196667,127.4030667
GGB239000111,GGB239000212,44063,141,대성1리,37.72435,127.4083667
GGB239000111,GGB239000536,44064,142,팔각정,37.7289667,127.40905
GGB239000111,GGB239000537,44065,143,청평고등학교.청수아파트,37.7323667,127.4100167
GGB239000111,GGB239000211,44073,144,삼거리.시장,37.7358167,127.4155833
GGB239000111,GGB239000528,44074,145,청평농협,37.7367167,127.4178333
GGB239000111,GGB239000738,44702,146,청평터미널,37.73825,127.4206833
GGB239000111,GGB239000209,44082,147,청평중학교,37.7424833,127.4242333
GGB239000111,GGB239000489,44087,148,검문소,37.7472833,127.4281167
GGB239000111,GGB239000490,44072,149,비둘기산장,37.7559,127.4146833
GGB239000111,GGB239000206,44573,150,가평사계절썰매장,37.7576167,127.4031833
GGB239000111,GGB239000005,44051,151,구정동입구,37.7577667,127.39675
GGB239000111,GGB239000205,44046,152,덕현리,37.7624,127.3936833
GGB239000111,GGB239000204,44044,153,함명학원,37.7684167,127.3848667
GGB239000111,GGB239000203,44034,154,서대마을,37.7719167,127.3780333
GGB239000111,GGB239000202,44028,155,임초리,37.7739833,127.3718833
GGB239000111,GGB239000521,44026,156,개누리고개,37.7792333,127.3703667
GGB239000111,GGB239000201,44024,157,항사리,37.7927333,127.3667833
GGB239000111,GGB239000164,44582,158,연하리,37.8054,127.35595
GGB239000111,GGB239000001,44018,159,꿈에그린아파트,37.8090167,127.3529833
GGB239000111,GGB239000199,44575,160,연등벌,37.8116,127.35165
GGB239000111,GGB239000198,44015,161,조종중고교앞,37.81425,127.35015
GGB239000111,GGB239000686,44174,162,현리터미널,37.8179333,127.3486167
GGB239000112,GGB239000822,44789,1,가평역,37.8136,127.5115167
GGB239000112,GGB239000937,44883,2,가평역사거리,37.81565,127.5148333
GGB239000112,GGB239000318,44207,3,가평고등학교,37.8180333,127.5146667
GGB239000112,GGB239000317,44611,4,가평오거리,37.8199833,127.5140167
GGB239000112,GGB239000607,44151,5,가평터미널,37.8244333,127.5154333
GGB239000112,GGB239000556,44149,6,가평군농협,37.8291833,127.5140833
GGB239000112,GGB239000302,44144,7,가평읍내주공아파트,37.83235,127.5120833
GGB239000112,GGB239000301,44142,8,보건소,37.8337,127.5115
GGB239000112,GGB239000557,44138,9,비행장,37.8369333,127.509
GGB239000112,GGB239000558,44408,10,읍내10리,37.8386333,127.5072333
GGB239000112,GGB239000430,44133,11,계량리,37.8406167,127.5065333
GGB239000112,GGB239000926,44872,12,부대앞,37.8426167,127.5053167
GGB239000112,GGB239000431,44130,13,엽광촌,37.8470667,127.50605
GGB239000112,GGB239000432,44132,14,마장1리,37.8535833,127.5063167
GGB239000112,GGB239000433,44137,15,송정,37.8567833,127.5088333
GGB239000112,GGB239000434,44152,16,마장초교,37.8583833,127.5161
GGB239000112,GGB239000435,44154,17,노루목고개,37.8672167,127.5213667
GGB239000112,GGB239000498,44911,18,이곡리,37.8728833,127.52205
GGB239000112,GGB239000436,44157,19,등무터,37.87385,127.5232333
GGB239000112,GGB239000096,44158,20,정미소,37.8763833,127.52835
GGB239000112,GGB239000300,44160,21,가골하촌,37.8766,127.5344167
GGB239000112,GGB239000437,44166,22,가골,37.8761833,127.5396833
GGB239000112,GGB239000438,44168,23,목동초등학교,37.8800167,127.54625
GGB239000112,GGB239000270,44170,24,목동터미널,37.8868667,127.5489833
GGB239000112,GGB277101901,,25,목동교(미정차),37.8837,127.5484167
GGB239000112,GGB239000286,44167,26,목동초등학교,37.8800667,127.54615
GGB239000112,GGB239000285,44165,27,가골,37.8762667,127.5396667
GGB239000112,GGB239000464,44161,28,가골하촌,37.8766667,127.5343667
GGB239000112,GGB239000095,44159,29,정미소,37.8764833,127.5281667
GGB239000112,GGB239000094,44156,30,등무터,37.8739,127.5231167
GGB239000112,GGB239000493,44910,31,이곡리,37.8729333,127.5219667
GGB239000112,GGB239000093,44155,32,노루목고개,37.8672333,127.5213
GGB239000112,GGB239000092,44153,33,마장초교,37.85845,127.5160167
GGB239000112,GGB239000091,44140,34,송정,37.8568333,127.5087667
GGB239000112,GGB239000090,44134,35,마장1리,37.8535667,127.5062167
GGB239000112,GGB239000089,44131,36,엽광촌,37.8470667,127.50595
GGB239000112,GGB239000925,44871,37,부대앞,37.8426,127.5051833
GGB239000112,GGB239000088,44135,38,계량리,37.8407333,127.5062667
GGB239000112,GGB239000087,44263,39,읍내10리,37.8383833,127.5072833
GGB239000112,GGB239000573,44139,40,비행장,37.8368167,127.5089667
GGB239000112,GGB239000284,44141,41,보건소,37.8338333,127.5112833
GGB239000112,GGB239000283,44145,42,가평읍내주공아파트,37.83245,127.5119167
GGB239000112,GGB239000465,44148,43,가평군농협,37.82915,127.51395
GGB239000112,GGB239000607,44151,44,가평터미널,37.8244333,127.5154333
GGB239000112,GGB239000316,44483,45,가평오거리,37.81975,127.5139
GGB239000112,GGB239000540,44214,46,가평고등학교,37.8178667,127.5144333
GGB239000112,GGB239000941,44941,47,가평역사거리,37.8151,127.5138667
GGB239000112,GGB239000818,44779,48,가평역,37.8137833,127.5112
GGB239000120,GGB239000282,44613,1,가평터미널,37.8246333,127.5153333
GGB239000120,GGB239000508,44912,2,향군회관,37.8272667,127.5165667
GGB239000120,GGB239000821,44791,3,자라섬,37.8212333,127.5209333
GGB239000120,GGB239000819,44938,4,자라섬회전교차로,37.8203333,127.5173
GGB239000120,GGB239000540,44214,5,가평고등학교,37.8178667,127.5144333
GGB239000120,GGB239000941,44941,6,가평역사거리,37.8151,127.5138667
GGB239000120,GGB239000818,44779,7,가평역,37.8137833,127.5112
GGB239000120,GGB239000911,44867,8,선힐아파트,37.8203167,127.5104333
GGB239000120,GGB239000909,44865,9,우림아파트,37.82315,127.5094667
GGB239000120,GGB239000907,44863,10,종합운동장,37.8255667,127.50865
GGB239000120,GGB239000898,44036,11,한석봉도서관,37.82895,127.5074
GGB239000120,GGB239000892,44856,12,효신아파트,37.8324667,127.5063333
GGB239000120,GGB239000893,44857,13,에덴빌라4차,37.8340833,127.5060833
GGB239000120,GGB239000894,44858,14,제이정동빌라,37.83905,127.5055833
GGB239000120,GGB239000087,44263,15,읍내10리,37.8383833,127.5072833
GGB239000120,GGB239000814,44786,16,한림의원,37.8343333,127.5092167
GGB239000120,GGB239000816,44785,17,가평군청,37.8323833,127.5099167
GGB239000120,GGB239000831,44939,18,가평이음터,37.831,127.5140333
GGB239000120,GGB239000541,44375,19,자라목입구,37.83095,127.5164167
GGB239000120,GGB239000770,44530,20,레일바이크,37.8290667,127.5166
GGB239000120,GGB239000007,44725,21,향군회관,37.8274333,127.5163667
GGB239000120,GGB239000607,44151,22,가평터미널,37.8244333,127.5154333
GGB239000121,GGB239000282,44613,1,가평터미널,37.8246333,127.5153333
GGB239000121,GGB239000508,44912,2,향군회관,37.8272667,127.5165667
GGB239000121,GGB239000821,44791,3,자라섬,37.8212333,127.5209333
GGB239000121,GGB239000819,44938,4,자라섬회전교차로,37.8203333,127.5173
GGB239000121,GGB239000540,44214,5,가평고등학교,37.8178667,127.5144333
GGB239000121,GGB239000941,44941,6,가평역사거리,37.8151,127.5138667
GGB239000121,GGB239000818,44779,7,가평역,37.8137833,127.5112
GGB239000121,GGB239000822,44789,8,가평역,37.8136,127.5115167
GGB239000121,GGB239000937,44883,9,가평역사거리,37.81565,127.5148333
GGB239000121,GGB239000318,44207,10,가평고등학교,37.8180333,127.5146667
GGB239000121,GGB239000813,44937,11,자라섬회전교차로,37.8202333,127.5173833
GGB239000121,GGB239000820,44790,12,자라섬,37.8213167,127.521
GGB239000121,GGB239000611,44442,13,레일바이크,37.8289833,127.5167667
GGB239000121,GGB239000600,44388,14,자라목입구,37.8309667,127.5165
GGB239000121,GGB239000844,44940,15,가평이음터,37.8311167,127.5140667
GGB239000121,GGB239000817,44780,16,가평군청,37.8319167,127.51025
GGB239000121,GGB239000815,44782,17,한림의원,37.8343667,127.5094167
GGB239000121,GGB239000558,44408,18,읍내10리,37.8386333,127.5072333
GGB239000121,GGB239000004,44169,19,제이정동빌라,37.8388333,127.5053
GGB239000121,GGB239000006,44574,20,에덴빌라4차,37.8341333,127.5059333
GGB239000121,GGB239000890,44853,21,효신아파트,37.8324833,127.5061833
GGB239000121,GGB239000842,44812,22,한석봉도서관,37.8289,127.5072833
GGB239000121,GGB239000904,44860,23,종합운동장,37.8255,127.5085
GGB239000121,GGB239000908,44864,24,우림아파트,37.8231,127.5093
GGB239000121,GGB239000910,44866,25,선힐아파트,37.82025,127.5102833
GGB239000121,GGB239000818,44779,26,가평역,37.8137833,127.5112
GGB239000121,GGB239000822,44789,27,가평역,37.8136,127.5115167
GGB239000121,GGB239000937,44883,28,가평역사거리,37.81565,127.5148333
GGB239000121,GGB239000318,44207,29,가평고등학교,37.8180333,127.5146667
GGB239000121,GGB239000813,44937,30,자라섬회전교차로,37.8202333,127.5173833
GGB239000121,GGB239000820,44790,31,자라섬,37.8213167,127.521
GGB239000121,GGB239000007,44725,32,향군회관,37.8274333,127.5163667
GGB239000121,GGB239000607,44151,33,가평터미널,37.8244333,127.5154333
GGB239000129,GGB239000687,44173,1,현리터미널,37.8178,127.3484833
GGB239000129,GGB239000195,44016,2,조종중고교앞,37.8143833,127.3498667
GGB239000129,GGB239000194,44017,3,교육대앞,37.8109333,127.3518167
GGB239000129,GGB239000623,44186,4,꿈에그린아파트,37.809,127.3528833
GGB239000129,GGB239000488,44020,5,연하리,37.8053,127.3557667
GGB239000129,GGB239000193,44021,6,보람어린이집,37.7967,127.3653167
GGB239000129,GGB239000192,44023,7,항사리,37.79275,127.3665833
GGB239000129,GGB239000191,44025,8,개누리고개,37.7788667,127.3701833
GGB239000129,GGB239000525,44572,9,상면초교,37.77345,127.3723
GGB239000129,GGB239000494,44035,10,서대마을,37.7718167,127.3781333
GGB239000129,GGB239000190,44043,11,함명학원,37.7686833,127.3844333
GGB239000129,GGB239000189,44045,12,덕현리,37.7625167,127.39325
GGB239000129,GGB239000188,44052,13,구정동입구,37.7575667,127.3969167
GGB239000129,GGB239000187,44055,14,가평사계절썰매장,37.7573833,127.4031333
GGB239000129,GGB239000186,44057,15,다원리,37.7541333,127.4065167
GGB239000129,GGB239000185,44067,16,산장국민관광지,37.75535,127.4103
GGB239000129,GGB239000184,44070,17,비둘기산장,37.7558,127.4147333
GGB239000129,GGB239000183,44078,18,청평산장호텔,37.7491667,127.4214167
GGB239000129,GGB239000182,44086,19,검문소,37.7472,127.428
GGB239000129,GGB239000916,44888,20,청평중학교.면사무소,37.7414,127.4245
GGB239000129,GGB239000902,44097,21,청평역,37.7366833,127.4274333
GGB239000129,GGB239000210,44077,22,청평터미널,37.7381667,127.4205667
GGB239000129,GGB277101900,,23,청평역1로(미정차),37.7372167,127.4229167
GGB239000129,GGB239000903,44069,24,청평역,37.7361833,127.4268167
GGB239000129,GGB239000917,44889,25,청평중학교.면사무소,37.7415167,127.4246
GGB239000129,GGB239000244,44088,26,검문소,37.7482167,127.4298
GGB239000129,GGB239000631,44093,27,하천리,37.7534833,127.4349167
GGB239000129,GGB239000243,44095,28,유답촌,37.7585,127.437
GGB239000129,GGB239000242,44101,29,수리재입구,37.768,127.4474333
GGB239000129,GGB239000241,44107,30,상천역입구,37.7726,127.4529667
GGB239000129,GGB239000240,44113,31,삼봉터,37.7749833,127.45975
GGB239000129,GGB239000239,44115,32,초옥동,37.77915,127.4644333
GGB239000129,GGB239000238,44122,33,상색리,37.79615,127.4795167
GGB239000129,GGB239000696,44703,34,두밀리입구,37.80235,127.4860833
GGB239000129,GGB239000237,44129,35,하색1리,37.8117667,127.4982333
GGB239000129,GGB239000822,44789,36,가평역,37.8136,127.5115167
GGB239000129,GGB239000937,44883,37,가평역사거리,37.81565,127.5148333
GGB239000129,GGB239000318,44207,38,가평고등학교,37.8180333,127.5146667
GGB239000129,GGB239000317,44611,39,가평오거리,37.8199833,127.5140167
GGB239000129,GGB239000282,44613,40,가평터미널,37.8246333,127.5153333
GGB239000129,GGB277102405,,41,가평터미널(미정차),37.8225667,127.5145667
GGB239000129,GGB239000316,44483,42,가평오거리,37.81975,127.5139
GGB239000129,GGB239000540,44214,43,가평고등학교,37.8178667,127.5144333
GGB239000129,GGB239000941,44941,44,가평역사거리,37.8151,127.5138667
GGB239000129,GGB239000818,44779,45,가평역,37.8137833,127.5112
GGB239000129,GGB239000236,44128,46,하색리,37.81175,127.4979833
GGB239000129,GGB239000235,44125,47,두밀리입구,37.80375,127.4870167
GGB239000129,GGB239000234,44578,48,벌태봉,37.8022,127.4853333
GGB239000129,GGB239000597,44123,49,상색리.포회촌,37.7967167,127.48015
GGB239000129,GGB239000728,44697,50,빗고개,37.79315,127.4687333
GGB239000129,GGB239000233,44114,51,초옥동,37.7787667,127.4639833
GGB239000129,GGB239000232,44112,52,삼봉터,37.7746667,127.4584833
GGB239000129,GGB239000231,44106,53,상천역입구,37.7722167,127.4512667
GGB239000129,GGB239000230,44100,54,수리재입구,37.7680167,127.4472
GGB239000129,GGB239000229,44094,55,유답촌,37.75775,127.4363667
GGB239000129,GGB239000228,44092,56,하천리,37.7535667,127.4347167
GGB239000129,GGB239000227,44089,57,검문소,37.7494667,127.4306167
GGB239000129,GGB239000916,44888,58,청평중학교.면사무소,37.7414,127.4245
GGB239000129,GGB239000902,44097,59,청평역,37.7366833,127.4274333
GGB239000129,GGB239000210,44077,60,청평터미널,37.7381667,127.4205667
GGB239000129,GGB277101900,,61,청평역1로(미정차),37.7372167,127.4229167
GGB239000129,GGB239000903,44069,62,청평역,37.7361833,127.4268167
GGB239000129,GGB239000917,44889,63,청평중학교.면사무소,37.7415167,127.4246
GGB239000129,GGB239000489,44087,64,검문소,37.7472833,127.4281167
GGB239000129,GGB239000207,44080,65,청평산장호텔,37.74925,127.4213667
GGB239000129,GGB239000490,44072,66,비둘기산장,37.7559,127.4146833
GGB239000129,GGB239000491,44066,67,산장국민관광지,37.7554333,127.41015
GGB239000129,GGB239000492,44058,68,다원리,37.7540667,127.4060667
GGB239000129,GGB239000206,44573,69,가평사계절썰매장,37.7576167,127.4031833
GGB239000129,GGB239000005,44051,70,구정동입구,37.7577667,127.39675
GGB239000129,GGB239000205,44046,71,덕현리,37.7624,127.3936833
GGB239000129,GGB239000204,44044,72,함명학원,37.7684167,127.3848667
GGB239000129,GGB239000203,44034,73,서대마을,37.7719167,127.3780333
GGB239000129,GGB239000202,44028,74,임초리,37.7739833,127.3718833
GGB239000129,GGB239000521,44026,75,개누리고개,37.7792333,127.3703667
GGB239000129,GGB239000201,44024,76,항사리,37.7927333,127.3667833
GGB239000129,GGB239000200,44022,77,보람어린이집,37.7968167,127.3654167
GGB239000129,GGB239000164,44582,78,연하리,37.8054,127.35595
GGB239000129,GGB239000001,44018,79,꿈에그린아파트,37.8090167,127.3529833
GGB239000129,GGB239000199,44575,80,연등벌,37.8116,127.35165
GGB239000129,GGB239000198,44015,81,조종중고교앞,37.81425,127.35015
GGB239000129,GGB239000686,44174,82,현리터미널,37.8179333,127.3486167
GGB239000135,GGB239000270,44170,1,목동터미널,37.8868667,127.5489833
GGB239000135,GGB277101901,,2,목동교(미정차),37.8837,127.5484167
GGB239000135,GGB239000286,44167,3,목동초등학교,37.8800667,127.54615
GGB239000135,GGB239000095,44159,4,정미소,37.8764833,127.5281667
GGB239000135,GGB239000094,44156,5,등무터,37.8739,127.5231167
GGB239000135,GGB239000092,44153,6,마장초교,37.85845,127.5160167
GGB239000135,GGB239000089,44131,7,엽광촌,37.8470667,127.50595
GGB239000135,GGB239000088,44135,8,계량리,37.8407333,127.5062667
GGB239000135,GGB239000087,44263,9,읍내10리,37.8383833,127.5072833
GGB239000135,GGB239000284,44141,10,보건소,37.8338333,127.5112833
GGB239000135,GGB239000282,44613,11,가평터미널,37.8246333,127.5153333
GGB239000135,GGB239000335,44146,12,남이오거리,37.8201333,127.5128667
GGB239000135,GGB277102704,,13,하색리(미정차),37.81025,127.4975667
GGB239000135,GGB239000235,44125,14,두밀리입구,37.80375,127.4870167
GGB239000135,GGB239000234,44578,15,벌태봉,37.8022,127.4853333
GGB239000135,GGB239000597,44123,16,상색리.포회촌,37.7967167,127.48015
GGB239000135,GGB277102705,,17,상색리(미정차),37.79295,127.4703333
GGB239000135,GGB239000233,44114,18,초옥동,37.7787667,127.4639833
GGB239000135,GGB239000232,44112,19,삼봉터,37.7746667,127.4584833
GGB239000135,GGB239000231,44106,20,상천역입구,37.7722167,127.4512667
GGB239000135,GGB239000230,44100,21,수리재입구,37.7680167,127.4472
GGB239000135,GGB239000229,44094,22,유답촌,37.75775,127.4363667
GGB239000135,GGB239000227,44089,23,검문소,37.7494667,127.4306167
GGB239000135,GGB239000226,44083,24,청평중학교,37.7421167,127.4237
GGB239000135,GGB239000738,44702,25,청평터미널,37.73825,127.4206833
GGB239000135,GGB239000225,44075,26,청평농협,37.7367833,127.4176833
GGB239000135,GGB239000224,44071,27,시장입구,37.7359,127.4153667
GGB239000135,GGB239000533,44646,28,팔각정,37.7282,127.4072
GGB239000135,GGB239000223,44059,29,윗소돌말,37.7263,127.4067167
GGB239000135,GGB239000222,44054,30,소돌마을,37.7209167,127.4029833
GGB239000135,GGB239000221,44049,31,중앙기도원,37.70915,127.3938167
GGB239000135,GGB239000220,44041,32,원대성리,37.6967167,127.3836333
GGB239000135,GGB239000219,44039,33,관터마을,37.6901667,127.3806167
GGB239000135,GGB239000218,44037,34,대성리역,37.68385,127.3783833
GGB239000135,GGB239000217,44031,35,대성리MT장,37.6810667,127.3776
GGB239000135,GGB222000023,23683,36,외구운마을,37.67395,127.3740833
GGB239000135,GGB222000930,23680,37,구암동산응암마을,37.6688833,127.3729
GGB239000135,GGB222000020,23677,38,진벌마을,37.66265,127.36485
GGB239000135,GGB222000018,23671,39,돌고개신포마을,37.66065,127.3558667
GGB239000135,GGB222000017,23668,40,답내초교입구,37.6581833,127.3482667
GGB239000135,GGB222001467,49395,41,월산지구부영1.2단지입구,37.657,127.3424333
GGB239000135,GGB222000016,23667,42,화광중학교.월산리,37.6562333,127.3366833
GGB239000135,GGB222000015,23665,43,지현마을.남양주고등학교.화도동부출장소,37.6542833,127.3304333
GGB239000135,GGB222000014,23650,44,모란공원.마석그랜드힐아파트,37.6515833,127.32095
GGB239000135,GGB222000010,23631,45,마석역,37.6520833,127.3113333
GGB239000135,GGB222000009,23625,46,청소년도움센터,37.6523333,127.3075667
GGB239000135,GGB222000150,23597,47,금강주택,37.6528833,127.3034333
GGB239000135,GGB222001599,49489,48,보학마을.라온프라이빗아파트,37.6528,127.2973167
GGB239000135,GGB222000193,23550,49,삼신아파트,37.6540333,127.29475
GGB239000135,GGB222000192,23540,50,남양주세무서.천마산수련장,37.6562,127.2895333
GGB239000135,GGB222000191,23529,51,마석가구공단.천마산스키장입구,37.6571667,127.2834333
